Unnamed: 0,username,name,description,user_char,followers_count,following_agentid_list,previous_tweets,activity_vector
62,crimes4ranboo,😱,"was gay.ranboo.live 
thank you for 4,219 <3
they/them
ranboo my beloved <3","TikTok user. Bio: was gay.ranboo.live 
thank you for 4,219 <3
they/them
ranboo my beloved <3",4728,[],[],"[0.0, 0.02, 0.04, 0.0, 0.02, 0.03, 0.2, 0.47, 0.37, 0.35, 0.41, 0.45, 0.65, 0.52, 0.52, 0.59, 0.67, 0.85, 0.77, 0.65, 0.64, 0.44, 0.25, 0.11]"
63,andysuzukii,andysuzukii,"Instagram ♥️: @andysuzukii
🇪🇨","TikTok user. Bio: Instagram ♥️: @andysuzukii
🇪🇨",468700,[],[],"[0.11, 0.04, 0.0, 0.05, 0.02, 0.1, 0.28, 0.5, 0.6, 0.67, 0.66, 0.8, 0.83, 0.82, 0.94, 0.9, 0.91, 0.85, 0.94, 0.81, 0.74, 0.64, 0.42, 0.24]"
64,bylilibet,Lilibet,"Helping you be a gym baddie 💪
NASM CPT 🫵
EHPlabs athlete “LILIBET” 🔋","TikTok user. Bio: Helping you be a gym baddie 💪
NASM CPT 🫵
EHPlabs athlete “LILIBET” 🔋",68700,[],[],"[0.09, 0.06, 0.06, 0.04, 0.05, 0.08, 0.28, 0.48, 0.6, 0.69, 0.72, 0.8, 0.81, 0.77, 0.85, 0.87, 0.85, 0.91, 0.87, 0.79, 0.71, 0.55, 0.35, 0.19]"
65,brandyngrams,Brandy n Grams ❤️❤️😜,"Always entertaining
Cashapp $6667bdiddy","TikTok user. Bio: Always entertaining
Cashapp $6667bdiddy",80800,[],[],"[0.07, 0.0, 0.03, 0.02, 0.03, 0.07, 0.32, 0.53, 0.6, 0.67, 0.67, 0.8, 0.76, 0.81, 0.9, 0.92, 0.92, 0.87, 0.86, 0.84, 0.67, 0.56, 0.43, 0.16]"
66,bobemad.o,Bob Emad,"Bob hena 🇾🇪
تعالو كلكوً انستجرام bob.emad.0
100k soon ❤️❤️","TikTok user. Bio: Bob hena 🇾🇪
تعالو كلكوً انستجرام bob.emad.0
100k soon ❤️❤️",65800,[],[],"[0.07, 0.01, 0.04, 0.07, 0.02, 0.08, 0.33, 0.51, 0.6, 0.7, 0.66, 0.83, 0.78, 0.75, 0.92, 0.94, 0.9, 0.9, 0.92, 0.81, 0.69, 0.55, 0.37, 0.24]"
67,pipilovepink,pipilovepink,twitch配信者🎀インスタ→(@pipilovepink)もtiktokもフォローしてくれたら嬉しいです❤︎,TikTok user. Bio: twitch配信者🎀インスタ→(@pipilovepink)もtiktokもフォローしてくれたら嬉しいです❤︎,60200,[],[],"[0.1, 0.09, 0.07, 0.03, 0.01, 0.09, 0.27, 0.54, 0.62, 0.65, 0.73, 0.81, 0.78, 0.78, 0.87, 0.89, 0.88, 0.85, 0.89, 0.79, 0.65, 0.65, 0.39, 0.2]"
68,albertbarrientos3,ALBERT 🇵🇭,🇵🇭,TikTok user. Bio: 🇵🇭,24200,[],[],"[0.62, 0.74, 0.73, 0.83, 0.85, 0.8, 0.9, 0.95, 0.93, 0.91, 0.87, 0.77, 0.65, 0.57, 0.4, 0.22, 0.08, 0.0, 0.06, 0.01, 0.06, 0.08, 0.33, 0.46]"
69,michallaxoxo,MichallaXoXo,"Spreading smiles is beautiful 😁
*.*~25~*.*","TikTok user. Bio: Spreading smiles is beautiful 😁
*.*~25~*.*",38900,[],[],"[0.08, 0.08, 0.04, 0.08, 0.06, 0.08, 0.26, 0.46, 0.62, 0.72, 0.72, 0.83, 0.76, 0.78, 0.92, 0.88, 0.9, 0.87, 0.88, 0.8, 0.7, 0.58, 0.38, 0.22]"
70,sukhpalc1,Sukhpal cheema,Facebook - Sukhpal cheema,TikTok user. Bio: Facebook - Sukhpal cheema,11300,[],[],"[0.14, 0.09, 0.06, 0.09, 0.03, 0.06, 0.34, 0.49, 0.6, 0.7, 0.69, 0.78, 0.81, 0.78, 0.85, 0.92, 0.87, 0.87, 0.92, 0.76, 0.68, 0.64, 0.45, 0.25]"
71,nwr179,9wn,لقى,TikTok user. Bio: لقى,94,[],[],"[0.02, 0.01, 0.04, 0.0, 0.05, 0.08, 0.22, 0.55, 0.43, 0.27, 0.38, 0.52, 0.56, 0.51, 0.46, 0.64, 0.67, 0.85, 0.83, 0.69, 0.58, 0.39, 0.21, 0.08]"
72,gneaxb_788,ايمي,نهاية حلوة لبداية جديدة,TikTok user. Bio: نهاية حلوة لبداية جديدة,201,[],[],"[0.01, 0.04, 0.01, 0.0, 0.0, 0.06, 0.22, 0.47, 0.36, 0.3, 0.39, 0.54, 0.59, 0.47, 0.49, 0.61, 0.71, 0.83, 0.81, 0.71, 0.59, 0.37, 0.22, 0.09]"
73,sivapavi36,siv@,hii,TikTok user. Bio: hii,568,[],[],"[0.06, 0.02, 0.01, 0.02, 0.01, 0.02, 0.17, 0.51, 0.43, 0.28, 0.39, 0.51, 0.57, 0.54, 0.47, 0.61, 0.68, 0.84, 0.84, 0.66, 0.65, 0.35, 0.15, 0.1]"
74,sitiomusical,SITIO MUSICAL,"SITIO MUSICAL, EL PORTAL DE TODOS LOS GÉNEROS 🇨🇴 CEO : GENIS VERGEL","TikTok user. Bio: SITIO MUSICAL, EL PORTAL DE TODOS LOS GÉNEROS 🇨🇴 CEO : GENIS VERGEL",106800,[],[],"[0.07, 0.08, 0.09, 0.03, 0.02, 0.13, 0.32, 0.52, 0.62, 0.66, 0.74, 0.8, 0.76, 0.76, 0.88, 0.85, 0.92, 0.86, 0.89, 0.83, 0.65, 0.6, 0.43, 0.23]"
75,tot_t893,نۣۗہوۣشۣۗہهۣۗہ 🍁❀,كون كل شمس الايسططيع احد الوصول اليه💥💎,TikTok user. Bio: كون كل شمس الايسططيع احد الوصول اليه💥💎,3775,[],[],"[0.06, 0.0, 0.05, 0.05, 0.03, 0.05, 0.17, 0.51, 0.39, 0.34, 0.41, 0.52, 0.64, 0.52, 0.47, 0.58, 0.67, 0.76, 0.77, 0.72, 0.65, 0.36, 0.17, 0.08]"
76,seanyforreal,Sean Dhondt,"TV host for VTM 🇧🇪
Radio host @ Qmusic
👇MY NEW SONG ‘GUCCI CHAMPAGNE’🥂☀️","TikTok user. Bio: TV host for VTM 🇧🇪
Radio host @ Qmusic
👇MY NEW SONG ‘GUCCI CHAMPAGNE’🥂☀️",90600,[],[],"[0.08, 0.08, 0.03, 0.02, 0.01, 0.15, 0.34, 0.54, 0.56, 0.73, 0.74, 0.77, 0.82, 0.79, 0.93, 0.94, 0.87, 0.93, 0.89, 0.85, 0.72, 0.61, 0.43, 0.2]"
77,mrskarib,MrsKariB,"Hi 👋 I’m Kari
The mom of 4 teens…
💌 karib@sunandskyentertainment.com","TikTok user. Bio: Hi 👋 I’m Kari
The mom of 4 teens…
💌 karib@sunandskyentertainment.com",1300000,[],[],"[0.14, 0.06, 0.08, 0.01, 0.01, 0.13, 0.28, 0.5, 0.57, 0.7, 0.69, 0.82, 0.83, 0.81, 0.88, 0.88, 0.92, 0.89, 0.86, 0.82, 0.7, 0.57, 0.35, 0.18]"
78,billa.0039,0039,Laugh with many dont Trust Any🔥,TikTok user. Bio: Laugh with many dont Trust Any🔥,10300,[],[],"[0.81, 0.67, 0.64, 0.39, 0.17, 0.05, 0.07, 0.08, 0.08, 0.1, 0.09, 0.33, 0.47, 0.56, 0.7, 0.72, 0.84, 0.82, 0.77, 0.9, 0.92, 0.88, 0.94, 0.94]"
79,nbeil10,نبيل الشمري,الماله يمك مصلحه يكطع وياك السلام,TikTok user. Bio: الماله يمك مصلحه يكطع وياك السلام,193,[],[],"[0.05, 0.02, 0.01, 0.0, 0.04, 0.03, 0.23, 0.53, 0.35, 0.27, 0.42, 0.53, 0.63, 0.5, 0.51, 0.6, 0.68, 0.77, 0.78, 0.68, 0.57, 0.39, 0.2, 0.05]"
80,nea._nea._,Nea,Instagram- Neagucci,TikTok user. Bio: Instagram- Neagucci,243,[],[],"[0.05, 0.04, 0.0, 0.03, 0.05, 0.07, 0.17, 0.48, 0.38, 0.26, 0.45, 0.46, 0.58, 0.5, 0.53, 0.57, 0.73, 0.79, 0.83, 0.65, 0.62, 0.38, 0.18, 0.09]"
81,ndjfjgkdfkgfcefgtfrfrf_3,Bomgik VALERA.,Бомжик в деле,TikTok user. Bio: Бомжик в деле,342,[],[],"[0.04, 0.0, 0.05, 0.05, 0.04, 0.01, 0.17, 0.5, 0.36, 0.33, 0.39, 0.49, 0.63, 0.51, 0.47, 0.6, 0.66, 0.79, 0.8, 0.72, 0.65, 0.41, 0.19, 0.14]"
82,wissam_albokai,وسام 💎,"👽Subscribe my YouTube channel 👽
🪬","TikTok user. Bio: 👽Subscribe my YouTube channel 👽
🪬",911000,[],[],"[0.08, 0.06, 0.06, 0.08, 0.05, 0.15, 0.35, 0.53, 0.57, 0.66, 0.71, 0.81, 0.81, 0.85, 0.88, 0.93, 0.92, 0.9, 0.86, 0.76, 0.74, 0.61, 0.36, 0.18]"
83,user594924259710,thet,မပြည့်စုံတဲ့ဘဝကိုပိုင်ဆိုင်ထားတယ်😒😇,TikTok user. Bio: မပြည့်စုံတဲ့ဘဝကိုပိုင်ဆိုင်ထားတယ်😒😇,3295,[],[],"[0.03, 0.04, 0.03, 0.04, 0.04, 0.04, 0.19, 0.52, 0.38, 0.28, 0.41, 0.45, 0.59, 0.53, 0.5, 0.56, 0.69, 0.83, 0.78, 0.74, 0.57, 0.35, 0.17, 0.12]"
84,user582gf34ov5,جيمي المنسي,جيمي منسي,TikTok user. Bio: جيمي منسي,151,[],[],"[0.0, 0.01, 0.0, 0.02, 0.06, 0.01, 0.17, 0.48, 0.39, 0.26, 0.38, 0.5, 0.65, 0.48, 0.52, 0.6, 0.74, 0.84, 0.84, 0.66, 0.61, 0.37, 0.16, 0.15]"
85,0ll5eee,• عـَمـوريَ 💙₎⇣˝,"حلمي 10k🙄🤲
انستاا. 0ll5ee","TikTok user. Bio: حلمي 10k🙄🤲
انستاا. 0ll5ee",91,[],[],"[0.06, 0.02, 0.0, 0.03, 0.0, 0.05, 0.19, 0.49, 0.42, 0.31, 0.44, 0.47, 0.59, 0.54, 0.47, 0.57, 0.68, 0.8, 0.78, 0.65, 0.59, 0.42, 0.23, 0.08]"
86,0qqh1,AHMED🌝💖,💗💖🤍 〆,TikTok user. Bio: 💗💖🤍 〆,14,[],[],"[0.02, 0.0, 0.0, 0.04, 0.0, 0.07, 0.21, 0.49, 0.44, 0.3, 0.38, 0.53, 0.63, 0.53, 0.53, 0.56, 0.68, 0.77, 0.79, 0.74, 0.58, 0.42, 0.24, 0.08]"
87,noopur.biswas84gm,noopur.biswas84gmail,"Instagram @havecouragetobeyou
fbpg https://www.facebook.com/Noopur-Singh-Saatwat","TikTok user. Bio: Instagram @havecouragetobeyou
fbpg https://www.facebook.com/Noopur-Singh-Saatwat",96700,[],[],"[0.12, 0.1, 0.1, 0.01, 0.02, 0.14, 0.3, 0.52, 0.64, 0.71, 0.72, 0.78, 0.77, 0.79, 0.89, 0.93, 0.88, 0.88, 0.95, 0.76, 0.69, 0.59, 0.36, 0.17]"
88,kaylahsuzannepage,Kaylah,"Aussie 🇦🇺  
FOLLOW ME ON INSTA - kaysuzanne_
Mumma to Bella🦋","TikTok user. Bio: Aussie 🇦🇺  
FOLLOW ME ON INSTA - kaysuzanne_
Mumma to Bella🦋",25900,[],[],"[0.74, 0.75, 0.76, 0.84, 0.9, 0.94, 0.88, 0.89, 0.91, 0.76, 0.73, 0.58, 0.41, 0.15, 0.11, 0.05, 0.05, 0.09, 0.07, 0.12, 0.32, 0.47, 0.57, 0.7]"
89,sydneypaschall,Sydney Paschall,22,TikTok user. Bio: 22,5232,[],[],"[0.05, 0.0, 0.0, 0.0, 0.02, 0.0, 0.17, 0.5, 0.36, 0.29, 0.44, 0.49, 0.56, 0.52, 0.46, 0.59, 0.72, 0.76, 0.83, 0.66, 0.61, 0.36, 0.2, 0.14]"
90,improvvlove,вдовьи плети,"‼️лайкнешь больше 4 видео - блок‼️
-скажите 300-
-отсоси у карикатуриста-","TikTok user. Bio: ‼️лайкнешь больше 4 видео - блок‼️
-скажите 300-
-отсоси у карикатуриста-",15100,[],[],"[0.07, 0.02, 0.1, 0.09, 0.02, 0.08, 0.28, 0.51, 0.58, 0.71, 0.71, 0.81, 0.79, 0.78, 0.87, 0.91, 0.93, 0.9, 0.92, 0.83, 0.71, 0.59, 0.36, 0.23]"
91,bs_935,FREE FIRE,"🤙начинающий тик токер🤙
      💣по фри фаеру💣","TikTok user. Bio: 🤙начинающий тик токер🤙
      💣по фри фаеру💣",92,[],[],"[0.02, 0.0, 0.0, 0.0, 0.0, 0.07, 0.22, 0.5, 0.44, 0.31, 0.45, 0.46, 0.58, 0.48, 0.52, 0.64, 0.66, 0.76, 0.81, 0.72, 0.55, 0.39, 0.19, 0.06]"
92,bs_495,bs_494,подписываюсь только на подписчиков,TikTok user. Bio: подписываюсь только на подписчиков,51,[],[],"[0.09, 0.05, 0.0, 0.01, 0.0, 0.09, 0.19, 0.5, 0.39, 0.34, 0.42, 0.53, 0.58, 0.53, 0.49, 0.58, 0.69, 0.83, 0.84, 0.72, 0.63, 0.44, 0.17, 0.09]"
93,er.graciee,Graciela 🦋,"• espinalgraciela@gmail.com 💌
Sharing my style ✨","TikTok user. Bio: • espinalgraciela@gmail.com 💌
Sharing my style ✨",11500,[],[],"[0.11, 0.07, 0.03, 0.1, 0.05, 0.12, 0.35, 0.53, 0.6, 0.72, 0.67, 0.79, 0.83, 0.79, 0.9, 0.92, 0.87, 0.86, 0.91, 0.81, 0.74, 0.56, 0.41, 0.19]"
94,awanzada410,👑حنظلہ اعوان👑,"پیار سے بھرے سپنوں کی کتاب ہو تم💞
رشتوں کے پھولوں میں کھلتا گلاب ہو تم💞H😘S","TikTok user. Bio: پیار سے بھرے سپنوں کی کتاب ہو تم💞
رشتوں کے پھولوں میں کھلتا گلاب ہو تم💞H😘S",775,[],[],"[0.07, 0.03, 0.03, 0.0, 0.01, 0.04, 0.2, 0.46, 0.45, 0.3, 0.45, 0.48, 0.63, 0.48, 0.48, 0.63, 0.68, 0.85, 0.75, 0.7, 0.62, 0.38, 0.16, 0.11]"
95,avwxyzc,avwxyzc,"23
Michoacán🇲🇽","TikTok user. Bio: 23
Michoacán🇲🇽",169,[],[],"[0.83, 0.69, 0.57, 0.4, 0.18, 0.06, 0.02, 0.0, 0.05, 0.03, 0.01, 0.09, 0.22, 0.5, 0.43, 0.35, 0.4, 0.55, 0.6, 0.5, 0.48, 0.65, 0.68, 0.79]"
96,ndangoo,Ast✨,"✨✨✨✨✨
Klik link nya","TikTok user. Bio: ✨✨✨✨✨
Klik link nya",55900,[],[],"[0.84, 0.72, 0.65, 0.41, 0.22, 0.07, 0.09, 0.08, 0.09, 0.07, 0.06, 0.26, 0.51, 0.61, 0.65, 0.68, 0.78, 0.8, 0.78, 0.88, 0.86, 0.85, 0.89, 0.92]"
97,user46obyhbn3o,фнаф,CAPCUP,TikTok user. Bio: CAPCUP,231,[],[],"[0.08, 0.07, 0.0, 0.0, 0.04, 0.03, 0.25, 0.54, 0.37, 0.28, 0.37, 0.48, 0.58, 0.54, 0.46, 0.57, 0.67, 0.76, 0.79, 0.68, 0.56, 0.43, 0.21, 0.11]"
98,ica_poetry.reaal,Ica Poetry,"Akun Real Ica ya
SPIN JACKPOT 9999 DIAMOND GRATIS LINK DI BAWAH
 👇👇👇👇👇","TikTok user. Bio: Akun Real Ica ya
SPIN JACKPOT 9999 DIAMOND GRATIS LINK DI BAWAH
 👇👇👇👇👇",8848,[],[],"[0.07, 0.03, 0.0, 0.04, 0.01, 0.01, 0.19, 0.49, 0.38, 0.26, 0.39, 0.49, 0.64, 0.48, 0.53, 0.65, 0.69, 0.82, 0.85, 0.69, 0.62, 0.38, 0.25, 0.12]"
99,dyer2uxsx2np,محمد كمال,محمد كمال,TikTok user. Bio: محمد كمال,3800,[],[],"[0.07, 0.02, 0.04, 0.0, 0.04, 0.06, 0.18, 0.45, 0.45, 0.25, 0.43, 0.52, 0.59, 0.5, 0.54, 0.59, 0.75, 0.8, 0.76, 0.73, 0.57, 0.41, 0.18, 0.13]"
100,nayacce0712,SIBIRU🕊️,"*mungkin redha itu pahit*
*TERENGGANU*","TikTok user. Bio: *mungkin redha itu pahit*
*TERENGGANU*",7149,[],[],"[0.05, 0.0, 0.0, 0.04, 0.0, 0.01, 0.22, 0.53, 0.36, 0.31, 0.44, 0.47, 0.57, 0.46, 0.47, 0.65, 0.73, 0.77, 0.83, 0.68, 0.59, 0.44, 0.23, 0.08]"
101,dnginfluencers,D&G Influencers,Influencer Management Agency 💓,TikTok user. Bio: Influencer Management Agency 💓,2043,[],[],"[0.05, 0.03, 0.0, 0.0, 0.03, 0.08, 0.18, 0.54, 0.42, 0.27, 0.41, 0.49, 0.57, 0.53, 0.55, 0.57, 0.66, 0.81, 0.82, 0.68, 0.62, 0.4, 0.15, 0.06]"
102,maggievillamaria,Maggie Villamaria,"NYC FASHION + ARTIST + JEWELRY DESIGNER
maggievillamariamgmt@gmail.com
MY FITS⬇️","TikTok user. Bio: NYC FASHION + ARTIST + JEWELRY DESIGNER
maggievillamariamgmt@gmail.com
MY FITS⬇️",12800,[],[],"[0.76, 0.71, 0.55, 0.41, 0.23, 0.11, 0.07, 0.03, 0.07, 0.06, 0.13, 0.27, 0.48, 0.59, 0.7, 0.7, 0.84, 0.77, 0.79, 0.93, 0.88, 0.9, 0.88, 0.86]"
103,alfredinho.alfred,Alfredinho,"Um chihuahua feliz e cheio de caras e bocas.
Made in Pernambuco 🇧🇷","TikTok user. Bio: Um chihuahua feliz e cheio de caras e bocas.
Made in Pernambuco 🇧🇷",65700,[],[],"[0.61, 0.39, 0.21, 0.09, 0.02, 0.02, 0.08, 0.06, 0.1, 0.33, 0.53, 0.58, 0.67, 0.69, 0.84, 0.82, 0.81, 0.92, 0.85, 0.88, 0.89, 0.9, 0.84, 0.73]"
104,gr00vy_gr00v3,☆🐺Jess🐺☆,"INTP-T
⁉️KNY||DSAF||FNAF‼️","TikTok user. Bio: INTP-T
⁉️KNY||DSAF||FNAF‼️",1160,[],[],"[0.73, 0.56, 0.42, 0.22, 0.12, 0.01, 0.0, 0.04, 0.0, 0.0, 0.08, 0.19, 0.55, 0.4, 0.32, 0.41, 0.45, 0.58, 0.53, 0.49, 0.57, 0.69, 0.84, 0.77]"
105,soso_adlb_12,بنت ادلب💚,الَمزاجية .. لعنة الجميلات🧚‍♀️💃,TikTok user. Bio: الَمزاجية .. لعنة الجميلات🧚‍♀️💃,610,[],[],"[0.01, 0.0, 0.05, 0.0, 0.01, 0.01, 0.18, 0.45, 0.4, 0.34, 0.41, 0.47, 0.58, 0.46, 0.5, 0.6, 0.73, 0.82, 0.81, 0.69, 0.6, 0.37, 0.17, 0.06]"
106,berfinvdz2,Berfinvdz,"Yedekten takipte ❤️🧚‍♀️ 7vb,2yb,1y,filiz 1vb","TikTok user. Bio: Yedekten takipte ❤️🧚‍♀️ 7vb,2yb,1y,filiz 1vb",1089,[],[],"[0.0, 0.07, 0.0, 0.02, 0.05, 0.07, 0.25, 0.54, 0.44, 0.34, 0.39, 0.47, 0.63, 0.54, 0.45, 0.56, 0.67, 0.75, 0.8, 0.73, 0.6, 0.37, 0.19, 0.11]"
107,v..b9,بو سعيد 🥺,سيرفر CFW,TikTok user. Bio: سيرفر CFW,4983,[],[],"[0.02, 0.05, 0.02, 0.0, 0.0, 0.02, 0.18, 0.45, 0.37, 0.31, 0.45, 0.52, 0.62, 0.47, 0.5, 0.57, 0.73, 0.83, 0.76, 0.74, 0.56, 0.4, 0.16, 0.1]"
108,v.elenai,Елена,переходи по ссылке,TikTok user. Bio: переходи по ссылке,313,[],[],"[0.02, 0.0, 0.02, 0.0, 0.03, 0.07, 0.24, 0.46, 0.41, 0.26, 0.38, 0.5, 0.64, 0.5, 0.45, 0.62, 0.75, 0.77, 0.81, 0.72, 0.58, 0.36, 0.22, 0.06]"
109,valeria454o,Tik Tok,Jequiti,TikTok user. Bio: Jequiti,5576,[],[],"[0.06, 0.02, 0.03, 0.0, 0.04, 0.07, 0.19, 0.55, 0.36, 0.29, 0.36, 0.48, 0.65, 0.54, 0.5, 0.64, 0.68, 0.81, 0.8, 0.65, 0.64, 0.38, 0.23, 0.05]"
110,fe5ro5ty,امي وابي اغلي حاجة في الدنيا,ربنا يخلي عائلتي 😍,TikTok user. Bio: ربنا يخلي عائلتي 😍,10,[],[],"[0.01, 0.04, 0.0, 0.02, 0.03, 0.07, 0.25, 0.51, 0.4, 0.26, 0.39, 0.48, 0.56, 0.45, 0.49, 0.6, 0.65, 0.81, 0.76, 0.69, 0.58, 0.43, 0.21, 0.09]"
111,highsnobiety,highsnobiety,"Welcome to #SnobTok, your go-to place for all things fashion & streetwear 😈","TikTok user. Bio: Welcome to #SnobTok, your go-to place for all things fashion & streetwear 😈",840900,[],[],"[0.11, 0.02, 0.04, 0.08, 0.03, 0.06, 0.25, 0.49, 0.57, 0.68, 0.75, 0.77, 0.76, 0.82, 0.91, 0.88, 0.9, 0.86, 0.86, 0.84, 0.73, 0.63, 0.43, 0.25]"
112,zara_kabirrr,zara:),"22 | dtx
🤎","TikTok user. Bio: 22 | dtx
🤎",20700,[],[],"[0.09, 0.06, 0.1, 0.01, 0.08, 0.13, 0.26, 0.53, 0.64, 0.72, 0.65, 0.85, 0.78, 0.76, 0.89, 0.85, 0.92, 0.95, 0.93, 0.78, 0.69, 0.63, 0.36, 0.2]"
113,aaronisaacyo,Aaron Isaac 👑,"Aaronisaacmgmt@gmail.com
Travelling the country in a car 🚗","TikTok user. Bio: Aaronisaacmgmt@gmail.com
Travelling the country in a car 🚗",143000,[],[],"[0.14, 0.01, 0.09, 0.04, 0.01, 0.11, 0.33, 0.49, 0.62, 0.72, 0.72, 0.83, 0.81, 0.85, 0.86, 0.93, 0.93, 0.88, 0.93, 0.8, 0.7, 0.56, 0.44, 0.22]"
114,ledonbk,LedonBk,"My last attempt At Tik tok lol 
🗽Brooklyn Boy 

https://hoo.be/ledon","TikTok user. Bio: My last attempt At Tik tok lol 
🗽Brooklyn Boy 

https://hoo.be/ledon",1140,[],[],"[0.02, 0.06, 0.05, 0.01, 0.04, 0.04, 0.16, 0.5, 0.42, 0.27, 0.38, 0.48, 0.61, 0.46, 0.46, 0.62, 0.69, 0.77, 0.84, 0.67, 0.55, 0.41, 0.25, 0.13]"
115,idyhabu1,Іду на ви!!!,Слава Україні!!!🇺🇦,TikTok user. Bio: Слава Україні!!!🇺🇦,3705,[],[],"[0.02, 0.04, 0.0, 0.02, 0.03, 0.02, 0.21, 0.51, 0.4, 0.33, 0.4, 0.49, 0.56, 0.52, 0.55, 0.56, 0.67, 0.77, 0.84, 0.73, 0.64, 0.45, 0.23, 0.14]"
116,roxannegan_,Roxanne,mom in sg,TikTok user. Bio: mom in sg,3893,[],[],"[0.0, 0.0, 0.05, 0.0, 0.0, 0.08, 0.15, 0.8, 0.39, 0.25, 0.17, 0.24, 0.7, 0.33, 0.15, 0.19, 0.26, 0.78, 0.95, 0.83, 0.63, 0.41, 0.14, 0.1]"
117,ajjwii,ajwi,Ig: ajjwi_,TikTok user. Bio: Ig: ajjwi_,1063,[],[],"[0.05, 0.0, 0.0, 0.05, 0.0, 0.09, 0.15, 0.53, 0.36, 0.26, 0.42, 0.55, 0.63, 0.54, 0.52, 0.62, 0.67, 0.82, 0.78, 0.71, 0.55, 0.35, 0.15, 0.1]"
118,sibelugr56,sibel,"Adana✌️ Siirt 
""kaybedeceğim oyunu oynamam masaya koyduklarm gözden çkardklarmdr","TikTok user. Bio: Adana✌️ Siirt 
""kaybedeceğim oyunu oynamam masaya koyduklarm gözden çkardklarmdr",14800,[],[],"[0.14, 0.06, 0.01, 0.09, 0.06, 0.14, 0.26, 0.51, 0.64, 0.75, 0.7, 0.81, 0.83, 0.81, 0.91, 0.94, 0.94, 0.89, 0.92, 0.82, 0.68, 0.55, 0.45, 0.16]"
119,bnx0adb,Bian,"R O L E P L A Y
_","TikTok user. Bio: R O L E P L A Y
_",46,[],[],"[0.08, 0.02, 0.0, 0.04, 0.02, 0.01, 0.15, 0.49, 0.45, 0.26, 0.36, 0.5, 0.63, 0.49, 0.48, 0.55, 0.68, 0.8, 0.81, 0.72, 0.61, 0.41, 0.23, 0.14]"
120,lanaalqutami0,lanosh,"كيميائية ⚗
16/7/1998
لاعبه كرة قدم ⚽
جامعه جرش","TikTok user. Bio: كيميائية ⚗
16/7/1998
لاعبه كرة قدم ⚽
جامعه جرش",6977,[],[],"[0.07, 0.02, 0.02, 0.01, 0.01, 0.1, 0.25, 0.54, 0.41, 0.27, 0.38, 0.46, 0.61, 0.52, 0.49, 0.65, 0.71, 0.85, 0.8, 0.66, 0.56, 0.37, 0.2, 0.1]"
121,lay7799,@lay7799,love everything I have ❤️,TikTok user. Bio: love everything I have ❤️,732,[],[],"[0.01, 0.0, 0.0, 0.0, 0.04, 0.04, 0.21, 0.52, 0.37, 0.35, 0.45, 0.5, 0.55, 0.54, 0.49, 0.61, 0.68, 0.84, 0.79, 0.71, 0.57, 0.37, 0.15, 0.11]"
122,thatblackkido,BAW Scoot,Thx for 1k🤪🥳,TikTok user. Bio: Thx for 1k🤪🥳,1770,[],[],"[0.02, 0.04, 0.0, 0.01, 0.0, 0.06, 0.21, 0.47, 0.37, 0.32, 0.4, 0.5, 0.56, 0.49, 0.45, 0.57, 0.71, 0.77, 0.81, 0.73, 0.63, 0.39, 0.22, 0.14]"
123,dgwb22,حزين😢,حزين😢,TikTok user. Bio: حزين😢,127,[],[],"[0.07, 0.0, 0.0, 0.02, 0.03, 0.04, 0.25, 0.52, 0.4, 0.29, 0.38, 0.52, 0.59, 0.46, 0.49, 0.62, 0.67, 0.77, 0.8, 0.7, 0.61, 0.43, 0.22, 0.11]"
124,dgorr8,صوفي,الحــــب بدون اهتــمام ..!گالعــًراق بدون صــــــــــدام 🦅?,TikTok user. Bio: الحــــب بدون اهتــمام ..!گالعــًراق بدون صــــــــــدام 🦅?,25,[],[],"[0.01, 0.04, 0.02, 0.01, 0.0, 0.03, 0.22, 0.49, 0.38, 0.33, 0.41, 0.46, 0.59, 0.55, 0.5, 0.56, 0.65, 0.82, 0.81, 0.74, 0.61, 0.38, 0.21, 0.09]"
125,dh.02xspam,Denise hamers ♡,"Instagram: denisehamersx
Tiktok: denisehamersx
😘","TikTok user. Bio: Instagram: denisehamersx
Tiktok: denisehamersx
😘",7,[],[],"[0.05, 0.0, 0.02, 0.0, 0.0, 0.08, 0.2, 0.49, 0.41, 0.3, 0.38, 0.46, 0.64, 0.46, 0.53, 0.6, 0.71, 0.83, 0.77, 0.68, 0.63, 0.45, 0.24, 0.08]"
126,marmok_ofical2,Мармок,фан,TikTok user. Bio: фан,10100,[],[],"[0.06, 0.01, 0.01, 0.01, 0.07, 0.09, 0.31, 0.45, 0.59, 0.7, 0.73, 0.83, 0.78, 0.85, 0.86, 0.86, 0.89, 0.91, 0.9, 0.83, 0.72, 0.59, 0.42, 0.25]"
127,mhdiqbal0505,mhdiqbal,mhdiqbal8678,TikTok user. Bio: mhdiqbal8678,6761,[],[],"[0.05, 0.0, 0.0, 0.04, 0.02, 0.01, 0.19, 0.52, 0.42, 0.3, 0.44, 0.46, 0.57, 0.46, 0.51, 0.56, 0.7, 0.84, 0.76, 0.71, 0.58, 0.44, 0.16, 0.06]"
